title,company,location,link,date,description,remote,tags,job_types,source,skills
Senior SAP ABAP Entwickler (m/w/d),MSA Fleet Consulting | MSA Software Solutions UG,Bruckmühl,https://www.arbeitnow.com/jobs/companies/msa-fleet-consulting-msa-software-solutions-ug/senior-sap-abap-entwickler-bruckmuhl-405515,26-05-26,"MSA Fleet Consulting – Spezialist für modernes Fuhrparkmanagement im SAP® Automotive Umfeld Du möchtest moderne SAP-Lösungen nicht nur umsetzen, sondern aktiv mitgestalten? Dann werde Teil von MSA Fleet Consulting. Wir entwickeln SAP-basierte Lösungen für modernes Fuhrparkmanagement im Automotive-Umfeld und verbinden spannende Kundenprojekte mit eigener Produktentwicklung. Mit unseren Lösungen: Automotive Solution Framework (ASF) und Contract Management Automotive (CMA) unterstützen wir Unternehmen dabei, ihre Fuhrpark-Prozesse im SAP®-Umfeld effizienter, transparenter und zukunftssicher zu gestalten. Dich erwarten moderne Technologien, flexible Arbeitsmodelle, kurze Entscheidungswege und ein agiles, motiviertes Team, das Wert auf offene Zusammenarbeit und Eigenverantwortung legt. Unser Anspruch - Immer auf Pole Position Als wachsendes SAP®-Beratungsunternehmen setzen wir auf partnerschaftliche Zusammenarbeit, pragmatische Lösungen und technologische Weiterentwicklung. Diese Werte leben wir sowohl im Umgang mit unseren Kunden als auch innerhalb unseres Teams. Bei uns arbeitest Du nicht nur in klassischen Kundenprojekten, sondern entwickelst aktiv unsere eigenen SAP-Produkte weiter und bringst Deine Ideen direkt ein. Weil wir immer mehr Fahrt aufnehmen, suchen wir genau Dich zur Verstärkung ab 01.07.2026. Wachse mit uns und bringe Deine Expertise aktiv ein! Aufgaben Du entwickelst moderne SAP-basierte Lösungen für unsere Kunden im Automotive-Umfeld Du konzipierst und entwickelst Anwendungen mit ABAP, ABAP OO, Fiori, UI5 und S/4HANA Du entwickelst bestehende Anwendungen weiter und optimierst Prozesse gemeinsam mit unseren Kunde Du arbeitest an klassischen sowie webbasierten Lösungen Du bringst Deine Ideen in die Weiterentwicklung unserer Produkte ASF und CMA ein Du steuerst eigene Projekte eigenverantwortlich – von der Konzeption bis zum Go-live Du arbeitest überwiegend remote und unterstützt Kunden bei Bedarf auch vor Ort Qualifikation Fundierte Basis Ein abgeschlossenes Studium der (Wirtschafts-)Informatik, BWL oder eine vergleichbare Qualifikation Mindestens fünf Jahre Berufserfahrung in einer vergleichbaren Position Technologisches Know-how Sehr gute Kenntnisse in: ABAP / ABAP OO Fiori / UI5 S/4HANA CDS und RAP Webservices IDOC und OData Formularentwicklung Arbeitsweise & Persönlichkeit Du arbeitest absolut eigenverantwortlich, packst gerne selbst mit an (Hands-on-Mentalität) und kommunizierst direkt im Team Du berätst unsere Kunden eigenständig und überzeugst durch starke Entwicklungskompetenz Sprachkenntnisse Verhandlungssichere Deutschkenntnisse Gute Englischkenntnisse Wichtig Du besitzt eine gültige Arbeitserlaubnis für Deutschland sowie einen Wohnsitz in Deutschland Benefits Flexibles Arbeiten mit hohem Remote-Anteil und gelegentlichen Kundenterminen vor Ort Attraktives Fixgehalt plus zusätzliche monatliche Erfolgsbeteiligung Flache Hierarchien, offene Duz-Kultur und regelmäßige Team-Events Flexible Arbeitszeiten, 30 Tage Urlaub sowie zusätzliche arbeitsfreie Tage Individuelle Weiterbildungen und persönliche Entwicklungsmöglichkeiten Spannende Kombination aus Kundenprojekten und eigener Produkt- entwicklung Kurze Entscheidungswege, viel Gestaltungsspielraum und langfristige Perspektiven in einem wachsenden Unternehmen Werde Teil unseres Teams! Wir freuen uns auf Deine deutschsprachige Bewerbung inklusive Lebenslauf, Gehaltsvorstellung und Deinem frühestmöglichen Starttermin per E-Mail. Bewerbungsunterlagen bitte in Deutsch einreichen. Bewerbungen in anderen Sprachen werden nicht akzeptiert. Find more English Speaking Jobs in Germany on Arbeitnow",True,"['Remote', 'SAP/ERP Consulting', 'Development']",['berufserfahren'],arbeitnow,
Selbstständiger Finanzplaner,StartKapital,Stuttgart,https://www.arbeitnow.com/jobs/companies/startkapital/selbststandiger-finanzplaner-stuttgart-491009,26-05-26,"Sales & Consulting - Vertriebstalente gesucht! 70.000. bis 120.000+ im ersten Jahr möglich Freie Zeiteinteilung und Urlaub Junges ambitioniertes Team Erreichen von persönlichen Zielen Aufgaben Perspektivisch: Mentoring / Führungskraft Vertriebliche Weiterbildungen im Wert von über 600.000 Euro Fachliche Weiterbildungen, Kooperation mit der IHK Kundenakquise; Warmakquise und socialmedia Kundenbetreuung Erstellen von individuellen Finanzplänen Individuelle bedarfsorientierte Kundenberatung Qualifikation Disziplin und Ehrgeiz bestimmen dein Handeln Überzeugendes Auftreten Kommunikativität Eigenverantwortliches Arbeiten Benefits Maximales Leistungsprinzip Top Leasingangebote von BMW bis Mercedes ab 300 Euro Bestenförderung Incentives mit bezahltem Urlaub von Marokko bis Ibiza Du dachtest Langeweile, starre Gehaltentwicklungen, nervige Chefs, feste Arbeitszeiten und 30 Tage Urlaub im Jahr unter mäßiger Bezahlung erwarten Jeden, der einen Job im Finance-Bereich sucht, aber keinen 1.0er Schnitt im Abi hatte oder an einer renommierten Elite-Uni BWL studiert? falsch gedacht - wir nehmen alle - ...alle, die hungrig sind und Lust auf mehr im Leben haben! Find Jobs in Germany on Arbeitnow",False,['Finance'],['Freelance'],arbeitnow,
Quereinstieg (m/w/d) - Werde Digital Marketing & KI Manager,Edvalo Education GmbH,Böblingen,https://www.arbeitnow.com/jobs/companies/edvalo-education-gmbh/quereinstieg-werde-digital-marketing-ki-manager-boblingen-334848,26-05-26,"Warum jetzt der richtige Moment ist Digitales Marketing und Künstliche Intelligenz verändern gerade die Arbeitswelt – und Unternehmen suchen händeringend nach Menschen, die beides verbinden können. Genau dafür bilden wir dich aus. In 4 Monaten Vollzeit (oder 8 Monaten Teilzeit) wirst du fit für einen der gefragtesten Berufe der nächsten Jahre. Vorkenntnisse brauchst du nicht – nur Lust, etwas Neues anzufangen. Was Edvalo anders macht Live statt aufgenommen Unsere Kurse laufen in Echtzeit, mit echten Dozenten aus der Praxis. Du stellst Fragen und bekommst direkt Antworten – statt allein vor einem Video zu sitzen. Kleine Gruppen Maximal 12 Teilnehmende pro Kurs. Damit niemand untergeht und du wirklich individuell begleitet wirst. Echte Werkzeuge inklusive Wir stellen dir die aktuellsten KI-Tools zur Verfügung – damit du nicht nur über sie redest, sondern täglich mit ihnen arbeitest. Echte Unternehmensprojekte Durch unsere Kooperationen mit Unternehmen arbeitest du an Aufgaben aus der echten Geschäftswelt – statt an erfundenen Fallbeispielen. Portfolio statt nur Zertifikat Am Ende hast du eigene Projekte, die du in Bewerbungen vorzeigen kannst. 100% förderbar Über den Bildungsgutschein der Agentur für Arbeit oder des Jobcenters übernehmen wir die kompletten Kosten. Monatlicher Start Jeden Monat startet ein neuer Kurs – du musst nicht warten. Aufgaben Das wirst du können Kunden digital gewinnen – du verstehst, wie moderne Kundengewinnung funktioniert, und kannst sie selbst umsetzen. Werbung professionell schalten – auf den großen Plattformen, mit klaren Strukturen und messbaren Ergebnissen. Inhalte mit KI erstellen – Texte, Bilder und Videos in Profi-Qualität, in einem Bruchteil der Zeit. Ergebnisse messen und verbessern – du lernst, Zahlen zu lesen und daraus die nächsten Schritte abzuleiten. Prozesse automatisieren – damit Routineaufgaben sich von selbst erledigen und du dich auf das Wesentliche konzentrieren kannst. Qualifikation Das solltest du mitbringen Lust auf eine neue berufliche Richtung – egal ob Wechsel, Wiedereinstieg oder nächster Karriereschritt Interesse an digitalen Themen – Vorerfahrung im Marketing ist nicht nötig Deutschkenntnisse auf B2-Niveau Einen PC oder Laptop mit Internetverbindung Bereitschaft, vier Monate fokussiert in deine neue Karriere zu investieren So geht's weiter Trage dich unverbindlich ein – wir melden uns innerhalb von 24 Stunden telefonisch bei dir. In einem kurzen Gespräch klären wir gemeinsam, ob die Weiterbildung zu dir passt und wie der Bildungsgutschein bei dir konkret abläuft. Art der Stelle: Vollzeit, Teilzeit Arbeitsort: 100% Remote Nächste Starttermine: monatlich Find Jobs in Germany on Arbeitnow",True,"['Remote', 'Marketing and Communication']",[],arbeitnow,Git
Senior Technical Product Manager,SumUp,"Berlin, Berlin, Germany",https://www.arbeitnow.com/jobs/companies/sumup/senior-technical-product-manager-berlin-274327,26-05-25,"The Verification squad sits at the heart of SumUp's ability to operate across 37 markets. We own the systems that determine whether a merchant's identity is verified, whether that verification meets the regulatory bar in every market we operate in, and whether the decisions made along the way are auditable and defensible. This isn't a coordination role — it's a high-ownership position where you'll set the product direction for a domain that is legally complex, strategically important, and actively transforming. If you want to own something that genuinely matters — where your decisions shape compliance outcomes, merchant experience, and platform capability simultaneously — this is that role. What you'll do Define and lead the product strategy for the verification platform, sequencing compliance obligations, platform modernisation, and merchant experience improvements with clear intent Own the regulatory surface across multiple markets — monitoring evolving KYC/KYB, AML, and eIDAS requirements and converting them into structured, buildable scope before they become blockers Make the hard calls where UX and backend decisions conflict, holding coherence across the full product surface and owning the outcome when trade-offs are required Run lean, autonomous discovery — synthesising user research, data signals, and regulatory guidance into decision-ready artefacts independently Co-lead the squad alongside a strong Engineering Manager, driving platform modernisation and reducing technical debt deliberately You'll be great for this role if Proven experience as a product manager in a regulated fintech or financial services environment, with direct ownership of KYC, KYB, or identity verification products across multiple markets Strong ability to manage complex, multi-stakeholder environments — including Legal, AML, Compliance, Risk, and Operations — negotiating scope with credibility and care, and holding the line when it matters Technical depth to interrogate backend architecture decisions, API design trade-offs, and third-party vendor capabilities, and to make coherent product calls across the full stack Data fluency: comfortable defining metrics, interrogating dashboards, and using quantitative signals to inform prioritisation and planning Track record of arriving at planning conversations with evidence-backed proposals and the organisational confidence to defend them Why you should join SumUp 🌍 Opportunity to work with SumUppers globally on large-scale fintech products used by millions of businesses worldwide, from our modern Sofia office. This involves an office-first setup 🌈 Commitment to Diversity and Inclusion: be part of a workplace that values and promotes diversity, fostering an inclusive environment where everyone's perspectives are respected and embraced 🚀 Enrolment onto our Virtual Stock Option programme: you will own a stake in SumUp's future success 📚 A dedicated annual L&D budget of €2000 and 10 paid days of educational leave which can be used to attend conferences and/or advance your career through further education 🏖 Generous time off: 25 days of paid leave, plus one extra day per year of service (up to 35), along with public holidays and special leave options 🏥 Peace of mind: additional health insurance and life insurance 💪 Stay active: on-site yoga and a co-sponsored Multisport card offering access to hundreds of sports facilities 🍽 Meal support: benefit from a tax-free food voucher program plus flexibility via our Re:Benefits platform 🚌 Easy commute: free shuttle buses connecting directly to Joliot-Curie metro station 🌴 Break4me: 1-month sabbatical after 3 years of service 🔗 Referral Bonus: earn additional rewards by referring talented individuals to join the SumUp team About SumUp Be empowered to do more that matters. At SumUp, we're on a mission to empower small businesses across the globe by providing simple and affordable tools that allow them to thrive. Today, over 4 million businesses in 37 markets rely on SumUp as their financial partner to manage payments, finance and customer relationships. Our commitment to small businesses is reflected in our diverse team of over 3,000 SumUppers from over 90 nationalities, united by global collaboration and an innovative mindset. Our core values lay the foundation for who we are and what we stand for, shaping our work culture and driving our success. We foster inclusivity and a continuous learning culture, providing a safe space for personal and professional growth. Our differences make us unique and strong as we strive to create an environment where everyone belongs and feels supported, no matter how they identify. SumUp is proud to be an Equal Employment Opportunity employer, actively seeking and embracing diversity in our workforce. We don't make hiring or employment decisions based on race, colour, religion or religious belief, ethnic or national origin, nationality, sex, gender, gender identity, sexual orientation, disability, age or any other basis protected by applicable laws or prohibited by company policy. Our commitment extends beyond recruitment to creating a safe and respectful workplace where harassment of any form is strictly prohibited. Discover more about our culture and opportunities on our careers website , and follow our journey on LinkedIn , Instagram , and TikTok . Job Application Tip We recognise that candidates feel they need to meet 100% of the job criteria in order to apply for a job. Please note that this is only a guide. If you don't tick every box, it's ok too because it means you have room to learn and develop your career at SumUp. Find Jobs in Germany on Arbeitnow",False,[],[],arbeitnow,API | AWS
Full-Remote: Influencer Marketer (gn) / 20 Wochenstunden Teilzeit,Wildschytz UG,Heidelberg,https://www.arbeitnow.com/jobs/companies/wildschytz-ug/full-remote-influencer-marketer-gn-20-wochenstunden-teilzeit-heidelberg-448877,26-05-25,"Wildschytz ist der führende Anbieter von Outdoor-Erlebnissen in Deutschland. Ganz in der Tradition der legendären Wildschytzen vergangener Tage, bringen wir die Menschen aus der Stadt wieder zurück in die Natur. Werde Teil unserer Reise und baue unser Infleuncer Marketing auf. Aufgaben Du baust das Influencer Marketing bei Wildschytz auf. Von ersten Partnerschaften zu über 100 Creatorn die jede Woche Storys über unsere Erlebnisse machen. Identifikation: Du recherchierst und kontaktierst passende Influencer und Creator auf Instagram Kampagnenmanagement: Du begleitest die Kooperationen von der ersten Anfrage bis zum regelmäßigen Posten. Beziehungsmanagement: Du pflegst den Kontakt zu unseren bestehenden Partnern und baust unser Netzwerk stetig aus. Performance-Check: Du behältst die Ergebnisse (Reach, Engagement, Conversions) im Blick und optimierst unsere Strategie. Content-Briefing: Du erstellst klare Guidelines, damit der Content perfekt zu unserer Brand Voice passt. Qualifikation Idealerweise Erfahrung im Influencer Marketing: Du hast bereits das Influencer Marketing für andere Brands betreut oder sogar aufgebaut. Kommunikationstalent: Du bist wortgewandt, schreibst gerne und kannst Menschen für eine Idee begeistern. Organisation: Du behältst auch bei Full-Remote und freier Zeiteinteilung den Überblick. Sprache: Du beherrschst Deutsch sicher in Wort und Schrift. Benefits Wildschytz ist ein junges, nachhaltiges und naturverbundenes, wachsendes Unternehmen mit vielen Chancen. Das Backoffice-Team arbeitet Full-Remote verteilt aus ganz Deutschland. Schnelles Wachstum mit großen Entwicklungsmöglichekeiten Home-Office / Remote arbeit als Standard Freie Zeiteinteilung über die Woche Nachhaltige und naturverbundene Unternehmensmission Macbook & iPhone (Apple First Company) Hast du Lust, mit uns gemeinsam zu wachsen? Dann schick uns einfach einen kurzen Lebenslauf. Wir freuen uns auf deine aussagekräftige Bewerbung! Find more English Speaking Jobs in Germany on Arbeitnow",True,"['Remote', 'Social Media Manager']",[],arbeitnow,
Testkäufer gesucht - Mystery Shopping Deutschlandweit,inventura,Aachen,https://www.arbeitnow.com/jobs/companies/inventura/testkaufer-gesucht-mystery-shopping-deutschlandweit-aachen-454866,26-05-25,"Unser Unternehmen ist als bundesweit tätiges Dienstleistungsunternehmen mit diversen Leistungsprektren im Einzelhandel angesiedelt. Wir suchen Testkäufer/innen, die Interesse an einer Zusammenarbeit haben, gerne auch auf langfristiger Basis oder spotan bei Ausfällen einspringen. Aufgaben Sie führen in Filialen unserer Kunden Testkäufe nach den Vorgaben eines Briefings durch. Anschließend besprechen Sie den jeweiligen Testkauf mit dem Filialverantwortlichen, füllen ein vorgegebenes Protokoll aus und erhalten sofort Ihr Einkaufsgeld zurück. Qualifikation Eigener PKW, ein Smartphone mit WhatsApp und gute Deutschkenntnisse sind Voraussetzung. Benefits Freie Zeiteinteilung innerhalb des abgesprochenen Zeitrahmens. Bei Interesse nehmen Sie bitte per Mail oder telefonisch Kontakt mit uns auf. Wir freuen uns auf hre Bewerbung. Find Jobs in Germany on Arbeitnow",False,['Customer Service'],"['Freelance', 'hilfstätigkeit / student']",arbeitnow,
"Senior Associate, Finance & Strategy, Marketplace",Wolt - English,"Berlin, Berlin, Almanya",https://www.arbeitnow.com/jobs/companies/wolt-english/senior-associate-finance-strategy-marketplace-berlin-481979,26-05-25,"About Wolt At Wolt, we create technology that brings joy, simplicity and earnings to the neighborhoods of the world. In 2014 we started with delivery of restaurant food. Now we're building the delivery of (almost) everything and you'll find us in over 500 cities in 30 countries around the world. In 2022 we joined forces with DoorDash and together we keep on dreaming big and expanding across the globe. Working at Wolt isn't always easy, but it's definitely exciting. Here you'll learn more, build more, and ship more than in most other companies. You'll be challenged a lot, but also have a lot of fun on the way. So, if you're a self-starter with drive and entrepreneurial spirit, this could be the ride of your life. Berlin or Helsinki is preferred. Wolt builds technology that brings joy, simplicity, and earnings to neighbourhoods. It started in 2014 with restaurant delivery and is now building the delivery of (almost) everything, with operations in 500+ cities across 30 countries. In 2022 it joined forces with DoorDash and continues to grow globally. Working at Wolt is framed as fast-paced and demanding but high-learning: you learn, build, and ship a lot. To steer our Marketplace business at scale, we're building a new Finance & Strategy team at the heart of Wolt's Restaurant vertical. This team owns the financial engine behind our core business, from forecasting how many orders we'll have tomorrow to shaping how the P&L looks across all our countries. You'll work alongside peer teams covering Marketing, Wolt+ (subscription), and Regional Finance. Your counterparts include the consumer business, regional finance leaders across Europe and beyond. Role background You'll be the person who knows, and explains, how Wolt's Restaurant business is really doing. Not the dashboards. Not the data pipelines. The actual story: what's working, what's not, why, and what to do about it. The role has three sides. First, you'll own the full profit and loss narrative for our largest vertical across all the countries we operate in, writing the analysis that leadership reads every week and presenting the Restaurant narrative in business reviews. Second, you'll manage the budget of a multi-billion EUR transaction-volume business: setting regional allocations, tracking risks and opportunities, and leading the rebalancing conversation when things go off track. Third, you'll define how the organisation reads the numbers, building the reporting standards that ensure every team measures performance, explains variances, and uses financial language the same way. What you'll be doing Own the financial story: Partner with finance and business stakeholders across the organisation to build the Restaurant profit and loss narrative. Write the variance commentary for Weekly and Quarterly Business Reviews that connects what moved, why, and what to do about it.Spot the signals that matter across 30 countries. When something shifts, diagnose whether it's structural, behavioral, or seasonal, and bring a clear recommendation to the table. Track risks and opportunities: Maintain a live view of risks and opportunities by region, country and line item.Surface trends in weekly and monthly reviews before they appear in the close. When a country is trending below plan, quantify the risk, identify the root cause, and recommend whether to rebalance within the region or escalate for cross-regional contingency. Manage the budget across regions: Set quarterly Restaurant budget allocations across regions and lead the rebalancing conversation when a country or region is off-target.Consolidate country-level actuals, forecasts, and plans into a single profit and loss view that the organisation can trust and act on. Set the standard for how we read the numbers: Define and maintain the reporting framework for the Restaurant vertical and marketplace healthiness, from profit and loss structure to operational Weekly Business Review formats, so that every stakeholder reads and interprets the numbers the same way.Ensure consistency across regions and teams in how performance is measured, how variances are explained, and how financial language is used, creating a shared foundation that the entire organisation can rely on. What Makes This Different From Other Finance Roles: You don't just report, you advise. The consumer team, regional leads, and the Head of Marketplace will ask for your read on things before they act. Your analysis shapes decisions, it doesn't just document them.You don't work on one market, you see 30+. You'll have a cross-country, cross-regional view that almost no one else in the organisation has. When you spot a pattern across markets, you're the person who connects the dots.You don't inherit a playbook, you help write it. This team is being built from scratch. How we report, how we plan, how we align with regions. You'll shape these processes, not just follow them.You're not behind the scenes. You present at Weekly or Quarterly Business Reviews. You negotiate budget reallocations with senior regional leads. You deputize for the Team Lead. If you want a role where your work is visible and your judgment matters, this is it. Our humble expectations 6+ years of experience in strategic finance, investment banking, private equity, M&A, or FP&A at a high-growth tech company. Comfortable leading budget and performance conversations with senior stakeholders. Experience writing P&L commentary for senior leadership in a multi-country or multi-business-unit organisation. Track record of partnering with non-finance teams (product, commercial, operations) on pricing or investment decisions. Strong understanding of unit economics, margin drivers, and commercial structures. Genuine interest in using AI tools to improve how financial analysis gets done. You don't need to be an expert, but you should be the kind of person who's already tried using AI to solve a real work problem. What you'll get by joining us A front-row seat in shaping the financial strategy of one of Wolt's fastest-growing global business lines. Significant visibility with senior leadership and the opportunity to influence high-impact decisions. Freedom and ownership to build, improve, and scale financial models and frameworks at global level. A collaborative, supportive, and ambitious team that cares deeply about your development. A competitive salary, benefits, and eligibility for our equity plan. The opportunity to work in Munich, Berlin or Helsinki (preferred). Next steps If you are excited about working in a high-growth environment, taking ownership of things you care about, and being part of an ambitious group of professionals, then click below to apply and get the conversation going! Our Commitment to Diversity and Inclusion We're committed to growing and empowering a more inclusive community within our company, industry, and cities. That's why we hire and cultivate diverse teams of people from all backgrounds, experiences, and perspectives. We believe that true innovation happens when everyone has room at the table and the tools, resources, and opportunity to excel. Find more English Speaking Jobs in Germany on Arbeitnow",False,[],[],arbeitnow,Excel | API
Werkstudent Sales Development Representative (m/w/d),Ginmon GmbH,Frankfurt am Main,https://www.arbeitnow.com/jobs/companies/ginmon-gmbh/werkstudent-sales-development-representative-frankfurt-am-main-386715,26-05-25,"Brennst du für Effizienz, KI-Tools und die Tech-Trends von morgen? Möchtest du schon während deines Studiums die digitale Transformation der Finanztechnologie aktiv mitgestalten? Bei Ginmon arbeiten wir in einem Team aus jungen, visionären Experten daran, die Lücke zwischen wissenschaftlichem Portfoliomanagement und modernster Kapitalmarkttechnologie zu schließen. Mit unserer innovativen Plattform helfen wir Privatanlegern, ihre finanziellen Ziele durch ETF-basierte Anlagestrategien effizient und kosteneffektiv zu erreichen. Nach unserem Erfolg im B2C Bereich markiert das Jahr 2026 einen Meilenstein: den offiziellen Launch von apeiron Wealth ( www.apeiron-wealth.com ), unserem zukunftsweisenden, KI-nativen Betriebssystem für Vermögensberater. apeiron bietet eine vollautomatisierte Infrastruktur, die das gesamte Beratungsgeschäft digitalisiert und revolutioniert. Da wir diesen neuen strategischen Pfeiler nun rasant ausbauen, suchen wir einen ambitionierten Werkstudenten als Sales Development Representative (m/w/d). In dieser Rolle unterstützt du uns direkt dabei, die Markteinführung von apeiron aktiv voranzutreiben und das System als Goldstandard für die Vermögensberatung in Deutschland zu etablieren. Deine Aufgaben: Du suchst aktiv nach neuen Geschäftsmöglichkeiten und Kooperationen mit unabhängigen Vermögensberatern (§§ 34f, 34d, 34h), Beratern unter einem Haftungsdach sowie mit Private Bankern, die den Schritt in die Selbstständigkeit planen. Du initiierst den Erstkontakt über verschiedene Kanäle (Telefon, E-Mail, LinkedIn) und begleitest Leads zielgerichtet vom ersten Kontakt bis zur Vereinbarung eines Vorstellungstermins. Du berichtest direkt an unseren CEO, unterstützt bei der Weiterentwicklung unserer Vertriebsstrategien und vereinbarst Termine mit relevanten Entscheidungsträgern. Du pflegst und aktualisierst unsere CRM-Datensätze mit hoher Sorgfalt, um eine datengestützte und transparente Sales-Pipeline sicherzustellen. Du bist ständig auf der Suche nach neuen KI-Tools und Automatisierungssystemen, um deine eigenen Arbeitsprozesse und die Effizienz im Sales Development kontinuierlich zu optimieren. Du entwickelst schnell ein tiefgreifendes Verständnis für apeiron Wealth und dessen Marktvorzüge, um potenzielle Kunden schon beim ersten Kontakt kompetent zu begeistern. Dein Profil Du bist immatrikuliert in einem Bachelor- oder Masterstudiengang, beispielsweise in Wirtschaftswissenschaften, BWL, Finanzen oder einem vergleichbaren Bereich mit Fokus auf den Kapitalmarkt, und hast idealerweise noch mindestens ein Jahr Studium vor dir. Erste Erfahrungen im Vertrieb, in der Software-/SaaS-Branche, im CRM-Management oder im Bereich der Vermögensverwaltung sind von Vorteil, aber keine Voraussetzung. Du bringst ein grundlegendes Verständnis für die deutsche Finanz- und Beratungslandschaft mit oder hast Lust, dich tief in die Herausforderungen unabhängiger Finanzberater (IFAs) einzuarbeiten. Du begeisterst dich für innovative technologische Lösungen und KI und möchtest Arbeitsprozesse durch intelligente Tools maximal effizient gestalten. Du bist ein echter Teamplayer, kannst aber ebenso eigenständig agieren. Du zeichnest dich durch eine Getting-things-done-Mentalität aus, übernimmst Verantwortung für deine Leads und denkst proaktiv mit. Du kommunizierst auf Deutsch auf muttersprachlichem Niveau (wichtig für die Kundenansprache) und besitzt verhandlungssichere Englischkenntnisse für die interne Kommunikation. Du bist im Rhein-Main-Gebiet ansässig und arbeitest flexibel 20 Stunden pro Woche in unserem Frankfurter Büro. Was wir bieten Die Möglichkeit, den Markterfolg von apeiron Wealth maßgeblich mitzugestalten und die digitale Transformation der deutschen Vermögensberatung direkt zu beeinflussen. Direktes Reporting an den CEO sowie flache Hierarchien mit viel Raum für deine eigenen Ideen. Perfekt, um wertvolle Business- und Vertriebserfahrung direkt vom Management zu sammeln. Ein internationales, junges und gleichgesinntes Team von Profis mit einer ausgeprägten „Getting-things-done“-Mentalität und einer hervorragenden Arbeitsatmosphäre. Eine ausgewogene Balance zwischen Klausurenphase und Job dank flexibler Einteilung deiner 20 Stunden sowie einem hybriden Modell (Arbeit in unserem zentralen Büro in Frankfurt am Main & Homeoffice). Spezielle Konditionen für Mitarbeiter-Investments, High-End-Equipment (auch für dein Studium nutzbar), regelmäßige Teamevents sowie eine moderne Büroatmosphäre inklusive Kaffeeflatrate, Snacks und Drinks. Find Jobs in Germany on Arbeitnow",False,"['Sales', 'high school coursework']","['Part-time fixed-term', 'student (college)']",arbeitnow,API | Git
Senior Software- & Systems-Engineer (m/w/d),IRPD GmbH,Schweinfurt,https://www.arbeitnow.com/jobs/companies/irpd-gmbh/senior-software-systems-engineer-schweinfurt-298989,26-05-25,"Die IRPD GmbH ist ein mittelständiges, international tätiges, forschungsorientiertes Technologieunternehmen mit Sitz im Großraum München, das im Bereich der Elektronik- und Softwareentwicklung für Anwendungen in Logistik, Human- und Tiermedizin erfolgreich am Markt tätig ist. Die entwickelten Systeme verbinden Sensorik, Embedded Hardware, Datenplattformen und moderne Webtechnologien. Die Erfassung, Verarbeitung, Analyse und Visualisierung großer Mengen an Sensordaten ist eine Kernkompetenz des Unternehmens. Gesucht wird ab sofort ein erfahrener Aufgaben Architektur, Entwicklung und Betrieb verteilter Backend-Systeme zur Verarbeitung und Archivierung von Sensordaten (Python, MongoDB, MQTT, RabbitMQ) Design und Betrieb skalierbarer Linux-basierter Server- und Systemarchitekturen Entwicklung und Absicherung verteilter Kommunikations- und Softwaresysteme hinsichtlich Robustheit, Ausfallsicherheit und Cybersecurity Entwicklung moderner Webanwendungen zur Visualisierung und Analyse großer Datenmengen (Angular, TypeScript) Aufbau und Betrieb containerisierter Entwicklungs- und Deploymentumgebungen (Docker, GitLab CI/CD) Entwicklung und Integration von Embedded- und Edge-Systemen (z. B. NVIDIA Jetson, Raspberry Pi) Planung und Durchführung systematischer Test-, Validierungs- und Qualitätssicherungsprozesse für Anwendungen im Umfeld kritischer Infrastrukturen Weiterentwicklung bestehender Softwarearchitekturen und Entwicklungsprozesse Qualifikation Mehrjährige Erfahrung in der Entwicklung komplexer Software- und Systemarchitekturen Sehr gute Kenntnisse in Python sowie Erfahrung mit verteilten Systemen und Linux-Servern Erfahrung mit sicheren und robusten Kommunikations- und Softwaresystemen (Cybersecurity, Hardening, Secure Communication) Erfahrung mit MQTT, RabbitMQ, MongoDB, Angular, TypeScript, Git sowie CI/CD-Prozessen Erfahrung mit automatisierten Tests, Systemvalidierung und qualitätskritischen Anwendungen Erfahrung mit Linux-basierten Embedded- und Edge-Systemen Strukturierte und analytische Arbeitsweise Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift Benefits Ein vielfältiges Aufgabenspektrum mit umfassender Eigenverantwortung Unbefristeter Arbeitsvertrag mit attraktivem Gehalt für eine langfristige Perspektive Flache Hierarchien und kurze Entscheidungswege Offene, respektvolle und sympathische Unternehmenskultur Flexibles Arbeiten im Home Office Gestalten Sie als Senior Software- & Systems-Engineer (m/w/d) zukunftsweisende Technologien in einem innovativen, internationalen Team bei IRPD GmbH. Wir freuen uns auf Sie! Find Jobs in Germany on Arbeitnow",True,"['Remote', 'IT']",[],arbeitnow,Python | Docker | Git
